timestamp,sensor_id,temperature,humidity,sound_volume,is_anomaly
2024-01-02T20:34:30,SENSOR-006,59.24,39.35,78.89,0
2024-01-01T14:30:00,SENSOR-003,66.43,33.17,62.71,0
2024-01-02T19:55:00,SENSOR-005,69.13,41.29,88.59,0
2024-01-01T21:37:30,SENSOR-002,63.97,47.27,67.35,0
2024-01-01T17:25:30,SENSOR-009,71.97,50.52,84.12,0
2024-01-02T10:28:00,SENSOR-008,64.3,32.75,87.35,0
2024-01-02T23:26:00,SENSOR-006,88.87,28.98,90.19,1
2024-01-01T16:08:30,SENSOR-003,62.31,43.56,82.34,0
2024-01-02T13:10:30,SENSOR-001,63.18,50.8,83.31,0
2024-01-02T12:46:00,SENSOR-007,66.93,49.09,69.65,0
2024-01-01T14:11:00,SENSOR-008,62.37,44.3,88.33,0
2024-01-02T03:13:30,SENSOR-007,67.69,38.52,58.74,0
2024-01-02T11:20:30,SENSOR-009,63.56,34.91,64.97,0
2024-01-01T14:37:00,SENSOR-003,68.15,52.96,55.53,0
2024-01-01T12:34:00,SENSOR-006,65.82,55.23,95.67,0
2024-01-01T20:02:30,SENSOR-010,63.41,43.47,79.05,0
2024-01-02T05:13:00,SENSOR-010,75.51,45.42,48.88,0
2024-01-02T19:45:00,SENSOR-009,63.86,61.83,60.53,0
2024-01-02T07:37:30,SENSOR-006,64.52,46.21,76.53,0
2024-01-02T10:30:30,SENSOR-001,61.23,49.17,68.93,0
2024-01-01T21:18:00,SENSOR-006,73.63,34.74,63.25,0
2024-01-02T06:50:00,SENSOR-010,65.54,42.25,61.54,0
2024-01-02T00:23:30,SENSOR-009,72.63,51.82,70.5,0
2024-01-02T06:58:30,SENSOR-003,65.73,44.19,86.45,0
2024-01-02T22:45:00,SENSOR-004,58.66,85.36,87.29,1
2024-01-02T22:30:30,SENSOR-006,57.78,85.27,84.13,1
2024-01-01T14:26:30,SENSOR-006,65.59,48.88,60.69,0
2024-01-01T19:40:00,SENSOR-003,56.38,39.86,76.07,0
2024-01-01T13:25:00,SENSOR-002,64.67,46.28,76.85,0
2024-01-03T00:20:00,SENSOR-010,103.52,26.59,107.12,1
2024-01-02T10:33:30,SENSOR-010,73.44,52.36,78.25,0
2024-01-02T18:42:00,SENSOR-005,57.63,51.73,79.77,0
2024-01-02T15:43:00,SENSOR-007,67.84,40.36,67.33,0
2024-01-02T06:12:00,SENSOR-005,65.35,56.29,61.94,0
2024-01-03T00:12:00,SENSOR-003,65.01,92.75,84.98,1
2024-01-02T21:25:30,SENSOR-004,63.19,42.68,81.28,0
2024-01-03T01:14:00,SENSOR-002,69.9,47.64,116.67,1
2024-01-01T23:00:00,SENSOR-008,69.66,43.1,60.69,0
2024-01-02T15:19:30,SENSOR-003,62.5,39.85,71.6,0
2024-01-02T02:29:00,SENSOR-008,66.35,45.42,92.49,0
2024-01-02T00:01:00,SENSOR-005,69.19,43.58,73.85,0
2024-01-02T21:50:30,SENSOR-006,73.04,36.2,85.45,0
2024-01-02T05:58:30,SENSOR-010,78.17,38.06,71.85,0
2024-01-01T16:07:30,SENSOR-003,67.95,36.43,57.77,0
2024-01-02T01:34:30,SENSOR-009,68.53,39.77,89.15,0
2024-01-01T17:16:00,SENSOR-006,61.41,45.48,64.65,0
2024-01-03T01:26:30,SENSOR-009,76.71,51.5,108.92,1
2024-01-02T16:25:00,SENSOR-001,64.38,43.63,70.53,0
2024-01-01T11:59:00,SENSOR-004,73.3,43.52,82.16,0
2024-01-01T08:00:00,SENSOR-002,62.31,32.85,79.55,0
2024-01-02T15:52:30,SENSOR-008,66.06,47.52,67.88,0
2024-01-02T11:23:00,SENSOR-007,63.98,54.84,68.77,0
2024-01-02T14:41:00,SENSOR-009,67.48,46.41,50.29,0
2024-01-02T23:20:00,SENSOR-010,80.81,44.6,98.39,1
2024-01-01T09:07:00,SENSOR-008,67.17,41.94,72.08,0
2024-01-03T01:36:30,SENSOR-008,74.67,58.44,111.09,1
2024-01-01T15:38:00,SENSOR-006,57.08,29.19,81.5,0
2024-01-02T20:25:00,SENSOR-001,67.86,33.17,81.79,0
2024-01-01T13:56:00,SENSOR-003,61.21,39.5,84.85,0
2024-01-01T11:11:30,SENSOR-003,66.35,23.76,70.56,0
2024-01-02T08:57:00,SENSOR-010,67.81,41.06,81.35,0
2024-01-02T07:31:00,SENSOR-003,71.08,57.5,65.12,0
2024-01-02T07:03:30,SENSOR-003,72.91,49.21,85.82,0
2024-01-01T19:03:00,SENSOR-005,63.28,50.34,82.89,0
2024-01-01T08:51:00,SENSOR-005,73.47,41.81,53.63,0
2024-01-02T13:27:00,SENSOR-009,63.19,55.76,77.47,0
2024-01-01T16:07:00,SENSOR-006,64.21,45.2,84.33,0
2024-01-02T08:43:30,SENSOR-004,62.14,48.05,79.29,0
2024-01-02T06:42:30,SENSOR-010,66.31,43.46,67.15,0
2024-01-02T21:15:00,SENSOR-008,61.58,45.94,71.45,0
2024-01-02T07:23:30,SENSOR-007,73.61,36.55,75.48,0
2024-01-02T11:09:30,SENSOR-005,67.6,57.12,78.91,0
2024-01-02T10:04:30,SENSOR-010,65.59,19.66,61.63,0
2024-01-02T00:14:30,SENSOR-009,59.2,48.78,68.03,0
2024-01-02T13:17:00,SENSOR-004,63.08,54.91,72.85,0
2024-01-02T20:52:30,SENSOR-008,65.77,54.21,71.28,0
2024-01-01T19:06:30,SENSOR-008,65.55,56.84,87.6,0
2024-01-02T18:31:00,SENSOR-006,59.18,41.48,64.03,0
2024-01-01T21:36:30,SENSOR-002,70.07,56.2,81.51,0
2024-01-02T15:24:30,SENSOR-001,59.54,55.42,77.11,0
2024-01-01T23:47:00,SENSOR-008,60.59,44.91,73.78,0
2024-01-01T19:09:00,SENSOR-004,62.68,42.94,59.51,0
2024-01-03T00:27:30,SENSOR-004,71.88,22.82,93.3,1
2024-01-02T02:58:00,SENSOR-008,71.27,47.48,78.2,0
2024-01-02T06:24:30,SENSOR-007,64.64,63.43,79.2,0
2024-01-02T18:09:00,SENSOR-003,62.4,35.34,83.95,0
2024-01-01T20:59:30,SENSOR-010,61.44,50.51,80.62,0
2024-01-02T17:52:00,SENSOR-010,61.12,40.08,80.85,0
2024-01-01T23:55:30,SENSOR-008,59.82,34.65,77.65,0
2024-01-02T02:17:30,SENSOR-008,64.84,38.15,65.13,0
2024-01-01T22:27:30,SENSOR-008,60.49,40.78,88.07,0
2024-01-03T00:43:00,SENSOR-008,55.28,87.61,85.4,1
2024-01-02T09:00:00,SENSOR-010,71.22,50.27,86.19,0
2024-01-02T08:02:30,SENSOR-002,61.23,55.85,72.43,0
2024-01-01T18:40:30,SENSOR-007,59.69,42.31,68.36,0
2024-01-02T18:29:30,SENSOR-004,65.09,46.31,81.89,0
2024-01-01T17:24:00,SENSOR-002,67.18,34.02,63.77,0
2024-01-02T03:08:30,SENSOR-003,61.9,47.18,89.61,0
2024-01-02T00:21:00,SENSOR-007,71.05,43.09,81.53,0
2024-01-01T23:59:00,SENSOR-006,63.27,37.2,65.67,0
2024-01-02T07:41:30,SENSOR-007,65.37,46.93,88.98,0
2024-01-01T16:17:00,SENSOR-007,67.04,34.61,68.21,0
2024-01-02T03:12:00,SENSOR-008,72.45,37.53,66.9,0
2024-01-01T21:19:30,SENSOR-006,76.85,28.31,69.92,0
2024-01-01T23:25:30,SENSOR-003,65.46,42.53,66.16,0
2024-01-01T08:16:00,SENSOR-009,63.52,51.55,69.46,0
2024-01-02T07:05:00,SENSOR-004,62.84,39.02,63.26,0
2024-01-01T14:25:30,SENSOR-003,70.62,50.61,68.75,0
2024-01-01T22:21:00,SENSOR-007,63.17,48.11,74.24,0
2024-01-02T07:15:30,SENSOR-001,68.98,45.56,80.5,0
2024-01-03T00:53:30,SENSOR-002,91.3,32.58,95.48,1
2024-01-02T18:27:30,SENSOR-002,65.19,50.94,61.36,0
2024-01-01T15:46:00,SENSOR-004,74.0,47.7,84.9,0
2024-01-02T06:17:00,SENSOR-001,69.15,41.34,80.7,0
2024-01-03T00:38:30,SENSOR-003,60.97,86.03,79.78,1
2024-01-01T20:34:30,SENSOR-008,69.76,45.46,53.31,0
2024-01-02T12:57:00,SENSOR-004,69.71,47.78,74.04,0
2024-01-01T12:01:00,SENSOR-004,67.69,41.17,83.45,0
2024-01-01T22:54:30,SENSOR-002,70.84,44.82,76.09,0
2024-01-02T01:47:00,SENSOR-003,63.35,42.55,75.87,0
2024-01-01T20:48:00,SENSOR-004,66.86,43.25,78.24,0
2024-01-03T01:25:00,SENSOR-003,80.4,54.33,116.5,1
2024-01-02T04:24:00,SENSOR-003,70.0,49.52,78.13,0
2024-01-01T13:25:30,SENSOR-006,66.75,49.6,82.86,0
2024-01-01T22:59:30,SENSOR-005,65.16,28.11,72.53,0
2024-01-02T07:07:00,SENSOR-007,57.46,43.1,71.19,0
2024-01-02T01:38:00,SENSOR-006,60.56,59.25,64.57,0
2024-01-02T13:29:30,SENSOR-001,71.1,43.08,80.58,0
2024-01-01T20:17:00,SENSOR-010,71.04,44.88,61.77,0
2024-01-01T15:48:00,SENSOR-010,57.11,38.65,77.96,0
2024-01-02T21:48:30,SENSOR-010,68.55,32.92,58.47,0
2024-01-01T16:02:30,SENSOR-004,63.92,38.17,72.31,0
2024-01-01T08:38:00,SENSOR-003,62.48,51.21,71.57,0
2024-01-01T14:05:30,SENSOR-005,73.66,58.03,69.7,0
2024-01-02T05:50:00,SENSOR-004,61.48,48.99,73.81,0
2024-01-01T11:47:30,SENSOR-004,66.29,52.07,83.65,0
2024-01-02T11:38:00,SENSOR-007,66.01,33.13,80.37,0
2024-01-02T17:00:00,SENSOR-005,60.71,25.99,73.16,0
2024-01-02T03:54:30,SENSOR-002,62.81,43.14,67.53,0
2024-01-01T09:01:30,SENSOR-005,62.17,46.59,55.88,0
2024-01-01T19:14:00,SENSOR-002,61.83,50.38,65.49,0
2024-01-02T00:02:30,SENSOR-002,65.19,61.18,77.44,0
2024-01-03T00:18:30,SENSOR-005,75.35,35.67,102.36,1
2024-01-02T00:07:30,SENSOR-002,68.11,49.11,83.52,0
2024-01-01T17:19:30,SENSOR-005,68.65,51.38,65.37,0
2024-01-01T11:25:30,SENSOR-010,73.39,39.71,76.15,0
2024-01-01T23:33:00,SENSOR-002,63.04,46.08,64.34,0
2024-01-01T20:11:30,SENSOR-001,78.14,31.18,73.88,0
2024-01-02T21:43:00,SENSOR-007,61.35,29.58,99.49,0
2024-01-03T01:16:00,SENSOR-003,73.16,45.25,115.54,1
2024-01-01T16:34:00,SENSOR-003,65.25,49.46,71.46,0
2024-01-01T13:18:00,SENSOR-005,61.46,42.79,90.79,0
2024-01-01T08:59:00,SENSOR-008,61.84,27.05,68.09,0
2024-01-01T11:08:00,SENSOR-010,60.74,56.79,70.96,0
2024-01-01T18:33:30,SENSOR-006,57.71,42.27,82.08,0
2024-01-01T16:47:00,SENSOR-007,60.47,34.53,62.73,0
2024-01-02T09:59:00,SENSOR-005,64.42,48.85,78.38,0
2024-01-01T20:09:30,SENSOR-002,71.23,49.53,75.4,0
2024-01-01T21:06:00,SENSOR-009,71.57,45.72,91.2,0
2024-01-02T12:39:00,SENSOR-003,62.75,39.92,82.77,0
2024-01-01T23:57:30,SENSOR-004,66.19,50.96,49.97,0
2024-01-02T22:44:30,SENSOR-010,58.95,90.58,72.41,1
2024-01-02T15:26:00,SENSOR-010,69.01,37.49,68.24,0
2024-01-02T01:51:30,SENSOR-008,58.58,55.61,85.15,0
2024-01-01T11:17:00,SENSOR-010,74.3,46.82,84.79,0
2024-01-02T13:12:30,SENSOR-004,52.67,45.3,72.08,0
2024-01-01T18:49:00,SENSOR-010,72.36,49.25,91.85,0
2024-01-01T15:45:00,SENSOR-006,60.58,33.22,75.81,0
2024-01-02T01:50:00,SENSOR-010,65.59,45.62,98.74,0
2024-01-02T20:11:00,SENSOR-003,68.15,60.77,64.31,0
2024-01-02T22:26:00,SENSOR-005,103.61,23.65,92.6,1
2024-01-01T21:52:30,SENSOR-010,64.05,45.26,76.51,0
2024-01-02T23:46:00,SENSOR-004,59.93,86.23,94.72,1
2024-01-02T13:23:00,SENSOR-004,64.33,49.66,93.49,0
2024-01-02T13:46:30,SENSOR-009,66.25,30.93,72.1,0
2024-01-02T23:32:30,SENSOR-009,52.77,76.02,66.6,1
2024-01-03T00:47:00,SENSOR-009,67.68,69.21,93.67,1
2024-01-02T18:11:30,SENSOR-006,62.69,25.26,85.55,0
2024-01-02T20:13:00,SENSOR-010,69.15,57.65,71.19,0
2024-01-02T13:43:30,SENSOR-001,65.84,39.46,59.39,0
2024-01-01T12:18:30,SENSOR-001,63.55,46.29,77.56,0
2024-01-02T07:28:00,SENSOR-009,64.47,37.77,77.33,0
2024-01-02T02:02:00,SENSOR-007,66.4,51.67,69.26,0
2024-01-01T20:32:00,SENSOR-005,64.88,56.69,69.38,0
2024-01-01T18:02:00,SENSOR-002,65.8,36.98,52.98,0
2024-01-01T22:30:00,SENSOR-009,69.39,38.73,82.89,0
2024-01-01T17:37:30,SENSOR-005,65.22,46.94,64.41,0
2024-01-02T18:00:30,SENSOR-003,67.8,35.01,74.57,0
2024-01-02T15:58:00,SENSOR-007,70.33,63.67,60.73,0
2024-01-02T15:18:30,SENSOR-001,76.02,53.07,70.61,0
2024-01-01T11:58:00,SENSOR-009,67.78,38.55,77.7,0
2024-01-01T14:49:30,SENSOR-008,66.52,37.5,77.77,0
2024-01-02T22:51:00,SENSOR-009,62.73,85.04,65.88,1
2024-01-01T08:37:30,SENSOR-006,64.82,46.06,89.76,0
2024-01-02T08:45:30,SENSOR-004,61.15,51.82,81.24,0
2024-01-01T22:53:30,SENSOR-008,62.23,30.84,71.65,0
2024-01-01T13:02:00,SENSOR-005,59.84,44.64,73.37,0
2024-01-02T13:26:00,SENSOR-009,71.98,50.21,62.94,0
2024-01-02T08:16:00,SENSOR-007,63.83,45.2,74.12,0
2024-01-01T16:18:30,SENSOR-010,66.06,46.53,70.83,0
2024-01-01T15:36:00,SENSOR-005,64.55,26.49,79.76,0
2024-01-02T13:11:30,SENSOR-007,62.17,49.3,56.94,0
2024-01-02T10:06:30,SENSOR-003,70.29,30.12,67.32,0
2024-01-01T13:10:00,SENSOR-004,61.77,49.44,85.81,0
2024-01-02T16:56:00,SENSOR-009,60.6,34.09,91.36,0
2024-01-01T08:33:00,SENSOR-010,66.1,61.63,84.03,0
2024-01-02T04:25:30,SENSOR-009,77.52,33.07,69.89,0
2024-01-02T06:19:30,SENSOR-008,62.62,55.0,85.49,0
2024-01-01T15:47:30,SENSOR-009,61.32,57.8,84.46,0
2024-01-02T14:47:00,SENSOR-009,69.16,50.94,58.04,0
2024-01-01T20:10:00,SENSOR-006,63.57,24.39,72.34,0
2024-01-02T08:27:30,SENSOR-004,68.49,37.04,76.08,0
2024-01-01T17:57:30,SENSOR-006,78.16,44.95,86.3,0
2024-01-02T05:11:30,SENSOR-006,66.81,48.29,78.11,0
2024-01-02T00:26:30,SENSOR-010,74.12,42.1,84.06,0
2024-01-02T02:32:00,SENSOR-006,62.97,51.23,82.45,0
2024-01-01T20:58:00,SENSOR-005,72.56,45.49,89.57,0
2024-01-01T08:33:30,SENSOR-002,65.1,34.67,100.76,0
2024-01-01T15:51:00,SENSOR-003,67.46,45.13,63.03,0
2024-01-01T10:15:00,SENSOR-008,57.1,38.51,79.73,0
2024-01-01T16:22:00,SENSOR-006,54.63,51.09,68.66,0
2024-01-02T20:55:30,SENSOR-002,68.63,46.75,84.3,0
2024-01-02T06:54:00,SENSOR-001,63.78,38.78,81.07,0
2024-01-01T10:46:00,SENSOR-003,63.27,59.31,74.51,0
2024-01-02T16:43:00,SENSOR-004,68.62,38.28,70.3,0
2024-01-02T08:08:00,SENSOR-004,70.71,54.11,89.21,0
2024-01-01T15:33:00,SENSOR-001,63.04,50.01,85.52,0
2024-01-02T06:29:00,SENSOR-008,65.51,38.47,63.13,0
2024-01-01T14:52:30,SENSOR-004,66.56,32.58,90.05,0
2024-01-02T13:48:00,SENSOR-009,68.92,37.61,73.22,0
2024-01-01T10:42:30,SENSOR-008,66.56,44.47,66.07,0
2024-01-02T03:37:30,SENSOR-004,69.26,54.66,83.69,0
2024-01-02T09:55:30,SENSOR-005,62.02,52.35,72.91,0
2024-01-01T13:52:00,SENSOR-001,69.67,28.81,82.44,0
2024-01-02T17:40:00,SENSOR-005,60.94,36.23,69.85,0
2024-01-02T23:14:00,SENSOR-001,108.07,37.66,84.38,1
2024-01-01T15:10:00,SENSOR-009,70.37,42.5,72.11,0
2024-01-01T22:52:00,SENSOR-009,65.55,37.01,64.53,0
2024-01-01T19:53:30,SENSOR-001,65.47,37.94,92.07,0
2024-01-01T20:29:00,SENSOR-010,61.67,40.17,64.79,0
2024-01-01T14:02:30,SENSOR-004,63.88,47.63,91.49,0
2024-01-01T08:22:30,SENSOR-005,62.68,50.4,56.59,0
2024-01-01T12:54:30,SENSOR-002,69.15,49.9,68.05,0
2024-01-01T12:00:30,SENSOR-003,64.34,52.0,86.56,0
2024-01-02T14:03:00,SENSOR-001,67.05,57.59,66.98,0
2024-01-01T20:26:30,SENSOR-003,70.11,41.78,79.28,0
2024-01-02T15:04:00,SENSOR-005,61.08,42.69,70.02,0
2024-01-02T22:45:30,SENSOR-007,59.35,86.42,75.29,1
2024-01-03T00:31:00,SENSOR-008,88.6,53.13,110.26,1
2024-01-02T09:45:30,SENSOR-005,73.87,58.12,69.03,0
2024-01-02T16:05:30,SENSOR-010,60.66,36.52,73.02,0
2024-01-02T06:39:00,SENSOR-009,67.92,45.52,71.28,0
2024-01-02T10:08:30,SENSOR-001,61.45,28.28,74.25,0
2024-01-02T13:42:00,SENSOR-003,63.22,40.82,83.14,0
2024-01-02T23:07:00,SENSOR-004,101.62,21.73,97.76,1
2024-01-02T14:33:30,SENSOR-001,61.25,37.01,101.06,0
2024-01-02T03:42:00,SENSOR-010,71.61,44.19,93.95,0
2024-01-01T13:04:30,SENSOR-010,64.32,50.2,92.42,0
2024-01-01T23:09:30,SENSOR-005,67.74,39.85,59.75,0
2024-01-02T11:29:00,SENSOR-009,61.47,53.22,78.48,0
2024-01-02T04:32:30,SENSOR-003,62.89,42.35,81.36,0
2024-01-02T19:26:30,SENSOR-002,54.53,42.68,86.64,0
2024-01-01T17:45:00,SENSOR-002,67.32,40.8,81.79,0
2024-01-02T12:36:30,SENSOR-005,67.7,43.5,71.31,0
2024-01-01T15:49:00,SENSOR-007,75.14,46.47,72.06,0
2024-01-02T11:14:00,SENSOR-010,64.84,43.17,75.34,0
2024-01-02T09:33:00,SENSOR-007,64.75,43.16,73.52,0
2024-01-02T14:11:30,SENSOR-001,62.22,53.29,76.36,0
2024-01-01T18:07:30,SENSOR-009,65.02,43.83,90.2,0
2024-01-02T17:49:00,SENSOR-005,72.22,59.47,67.99,0
2024-01-02T08:37:00,SENSOR-002,65.08,50.67,71.49,0
2024-01-02T04:36:00,SENSOR-010,69.64,29.51,64.87,0
2024-01-02T22:44:00,SENSOR-002,80.15,62.0,111.24,1
2024-01-03T00:43:30,SENSOR-005,55.81,85.18,99.04,1
2024-01-02T12:37:30,SENSOR-003,69.2,45.21,67.57,0
2024-01-01T13:26:30,SENSOR-008,74.25,51.33,76.43,0
2024-01-02T17:02:00,SENSOR-005,63.28,37.85,80.91,0
2024-01-01T18:30:00,SENSOR-001,57.79,58.63,71.67,0
2024-01-02T19:42:00,SENSOR-003,65.04,53.94,65.62,0
2024-01-02T10:30:00,SENSOR-005,70.97,44.43,79.48,0
2024-01-02T03:21:30,SENSOR-002,65.69,40.81,92.05,0
2024-01-02T09:01:00,SENSOR-006,71.92,53.98,77.3,0
2024-01-02T08:40:30,SENSOR-001,70.05,52.27,70.33,0
2024-01-01T14:38:00,SENSOR-005,74.39,56.75,78.55,0
2024-01-02T04:21:00,SENSOR-010,64.02,45.88,65.79,0
2024-01-01T14:51:30,SENSOR-002,73.79,39.81,59.35,0
2024-01-01T12:43:00,SENSOR-003,67.1,50.48,67.18,0
2024-01-02T23:42:00,SENSOR-007,78.53,47.47,112.45,1
2024-01-01T14:16:30,SENSOR-007,66.91,43.77,79.78,0
2024-01-02T16:04:30,SENSOR-009,65.31,38.64,71.07,0
2024-01-02T01:06:30,SENSOR-003,64.59,60.31,79.68,0
2024-01-02T21:14:00,SENSOR-008,69.67,46.52,69.0,0
2024-01-02T05:24:00,SENSOR-007,64.6,34.29,51.44,0
2024-01-02T19:09:30,SENSOR-004,63.34,62.86,84.1,0
2024-01-01T23:17:00,SENSOR-005,64.68,52.91,81.45,0
2024-01-02T16:35:30,SENSOR-002,67.54,42.89,73.8,0
2024-01-02T07:30:00,SENSOR-010,67.59,47.08,68.8,0
2024-01-02T12:30:30,SENSOR-003,71.56,41.67,84.48,0
2024-01-01T11:56:00,SENSOR-002,67.52,49.23,75.95,0
2024-01-02T13:42:30,SENSOR-005,61.14,28.63,68.09,0
2024-01-02T18:46:30,SENSOR-006,58.32,32.41,71.84,0
2024-01-03T01:22:00,SENSOR-003,100.91,28.65,71.64,1
2024-01-02T02:28:30,SENSOR-007,67.35,48.9,67.16,0
2024-01-02T04:10:00,SENSOR-007,64.93,44.28,84.18,0
2024-01-02T06:55:30,SENSOR-003,71.41,45.24,68.12,0
2024-01-01T16:22:30,SENSOR-007,64.65,40.35,75.03,0
2024-01-01T18:11:00,SENSOR-007,63.6,40.39,66.71,0
2024-01-01T14:17:00,SENSOR-010,65.95,36.53,90.18,0
2024-01-03T01:29:30,SENSOR-003,86.28,45.49,99.53,1
2024-01-01T11:59:30,SENSOR-009,68.12,59.63,90.86,0
2024-01-01T18:45:00,SENSOR-008,71.16,43.07,66.07,0
2024-01-02T14:51:00,SENSOR-008,65.02,35.65,76.18,0
2024-01-02T03:58:00,SENSOR-004,72.98,48.66,65.96,0
2024-01-02T04:33:30,SENSOR-008,61.29,63.78,71.91,0
2024-01-02T17:11:30,SENSOR-001,77.27,60.41,84.01,0
2024-01-02T11:31:00,SENSOR-001,66.89,56.68,69.12,0
2024-01-03T00:36:00,SENSOR-001,55.32,87.92,88.28,1
2024-01-01T17:07:30,SENSOR-007,67.27,47.58,90.82,0
2024-01-01T13:50:00,SENSOR-002,72.39,35.3,88.51,0
2024-01-02T17:06:30,SENSOR-010,55.17,27.81,92.14,0
2024-01-01T11:00:00,SENSOR-002,65.39,44.39,74.48,0
2024-01-02T23:09:00,SENSOR-003,62.81,77.48,70.1,1
2024-01-02T11:27:30,SENSOR-003,61.68,31.84,72.96,0
2024-01-02T04:40:00,SENSOR-001,59.3,38.2,74.08,0
2024-01-02T12:50:30,SENSOR-005,78.14,49.81,81.91,0
2024-01-02T14:31:00,SENSOR-005,63.86,48.05,76.38,0
2024-01-01T18:10:00,SENSOR-002,68.79,51.74,82.03,0
2024-01-01T10:02:30,SENSOR-001,68.4,44.82,82.61,0
2024-01-02T06:27:00,SENSOR-009,69.24,47.07,85.83,0
2024-01-02T11:18:00,SENSOR-007,62.38,31.25,75.09,0
2024-01-01T16:09:30,SENSOR-008,67.6,42.72,75.28,0
2024-01-01T10:39:30,SENSOR-002,70.39,33.19,76.21,0
2024-01-02T14:29:00,SENSOR-007,70.09,37.21,50.91,0
2024-01-02T18:25:30,SENSOR-004,65.85,30.84,67.24,0
2024-01-02T17:42:30,SENSOR-003,64.17,37.32,73.25,0
2024-01-02T06:37:00,SENSOR-009,60.08,23.6,79.46,0
2024-01-02T05:36:30,SENSOR-003,67.87,41.49,76.99,0
2024-01-01T22:44:00,SENSOR-002,63.22,55.28,78.38,0
2024-01-02T15:30:30,SENSOR-006,66.38,32.21,77.26,0
2024-01-02T10:15:30,SENSOR-006,61.02,52.59,74.65,0
2024-01-02T12:27:30,SENSOR-009,69.56,47.41,64.38,0
2024-01-01T19:35:00,SENSOR-009,71.43,45.9,58.83,0
2024-01-02T16:32:30,SENSOR-002,61.99,56.78,76.93,0
2024-01-02T01:46:30,SENSOR-009,70.75,60.69,78.8,0
2024-01-01T22:45:00,SENSOR-007,61.11,44.65,74.46,0
2024-01-01T14:44:30,SENSOR-006,66.43,33.37,77.14,0
